"sum","time","diff"
"10376","1750266212602","1"
"10376","1750266213602","-1"
"10386","1750266213602","1"
"10386","1750266214602","-1"
"10396","1750266214602","1"
"10396","1750266215602","-1"
"10406","1750266215602","1"
"10406","1750266216602","-1"
"10416","1750266216602","1"
"10416","1750266217602","-1"
"10426","1750266217602","1"
"10426","1750266218602","-1"
"10436","1750266218602","1"
"10436","1750266219602","-1"
"10446","1750266219602","1"
"10446","1750266220602","-1"
"10456","1750266220602","1"
"10456","1750266221602","-1"
"10466","1750266221602","1"
"10466","1750266222602","-1"
"10476","1750266222602","1"
"10476","1750266223602","-1"
"10485","1750266223602","1"
"10485","1750266224602","-1"
"10495","1750266224602","1"
"10495","1750266225602","-1"
"10505","1750266225602","1"
"10505","1750266226602","-1"
"10515","1750266226602","1"
"10515","1750266227602","-1"
"10525","1750266227602","1"
"10525","1750266228602","-1"
"10535","1750266228602","1"
"10535","1750266229602","-1"
"10545","1750266229602","1"
"10545","1750266230602","-1"
"10555","1750266230602","1"
"10555","1750266231602","-1"
"10565","1750266231602","1"
"10565","1750266232602","-1"
"10575","1750266232602","1"
"10575","1750266233602","-1"
"10585","1750266233602","1"
"10585","1750266234602","-1"
"10595","1750266234602","1"
"10595","1750266235602","-1"
"10605","1750266235602","1"
"10605","1750266236602","-1"
"10615","1750266236602","1"
"10615","1750266237602","-1"
"10625","1750266237602","1"
"10625","1750266238602","-1"
"10635","1750266238602","1"
"10635","1750266239602","-1"
"10645","1750266239602","1"
"10645","1750266240602","-1"
"10655","1750266240602","1"
"10655","1750266241602","-1"
"10665","1750266241602","1"
"10665","1750266242602","-1"
"10675","1750266242602","1"
"10675","1750266243602","-1"
"10684","1750266243602","1"
"10684","1750266244602","-1"
"10694","1750266244602","1"
"10694","1750266245602","-1"
"10704","1750266245602","1"
"10704","1750266246602","-1"
"10714","1750266246602","1"
"10714","1750266247602","-1"
"10724","1750266247602","1"
"10724","1750266248602","-1"
"10734","1750266248602","1"
"10734","1750266249602","-1"
"10744","1750266249602","1"
"10744","1750266250602","-1"
"10754","1750266250602","1"
"10754","1750266251602","-1"
"10764","1750266251602","1"
"10764","1750266252602","-1"
"10774","1750266252602","1"
"10774","1750266253602","-1"
"10784","1750266253602","1"
"10784","1750266254602","-1"
"10794","1750266254602","1"
"10794","1750266255602","-1"
"10804","1750266255602","1"
"10804","1750266256602","-1"
"10814","1750266256602","1"
"10814","1750266257602","-1"
"10824","1750266257602","1"
"10824","1750266258602","-1"
"10834","1750266258602","1"
"10834","1750266259602","-1"
"10844","1750266259602","1"
"10844","1750266260602","-1"
"10854","1750266260602","1"
"10854","1750266261602","-1"
"10864","1750266261602","1"
"10864","1750266262602","-1"
"10874","1750266262602","1"
"10874","1750266263602","-1"
"10883","1750266263602","1"
"10883","1750266264602","-1"
"10893","1750266264602","1"
"10893","1750266265602","-1"
"10903","1750266265602","1"
"10903","1750266266602","-1"
"10913","1750266266602","1"
"10913","1750266267602","-1"
"10923","1750266267602","1"
"10923","1750266268602","-1"
"10933","1750266268602","1"
"10933","1750266269602","-1"
"10943","1750266269602","1"
"10943","1750266270602","-1"
"10953","1750266270602","1"
"10953","1750266271602","-1"
"10963","1750266271602","1"
"10963","1750266272602","-1"
"10973","1750266272602","1"
"10973","1750266273602","-1"
"10983","1750266273602","1"
"10983","1750266274602","-1"
"10993","1750266274602","1"
"10993","1750266275602","-1"
"11003","1750266275602","1"
"11003","1750266276602","-1"
"11013","1750266276602","1"
"11013","1750266277602","-1"
"11023","1750266277602","1"
"11023","1750266278602","-1"
"11033","1750266278602","1"
"11033","1750266279602","-1"
"11043","1750266279602","1"
"11043","1750266280602","-1"
"11053","1750266280602","1"
"11053","1750266281602","-1"
"11063","1750266281602","1"
"11063","1750266282602","-1"
"11073","1750266282602","1"
"11073","1750266283602","-1"
"11083","1750266283602","1"
"11083","1750266284602","-1"
"11092","1750266284602","1"
"11092","1750266285602","-1"
"11102","1750266285602","1"
"11102","1750266286602","-1"
"11112","1750266286602","1"
"11112","1750266287602","-1"
"11122","1750266287602","1"
"11122","1750266288602","-1"
"11132","1750266288602","1"
"11132","1750266289602","-1"
"11142","1750266289602","1"
"11142","1750266290602","-1"
"11152","1750266290602","1"
"11152","1750266291602","-1"
"11162","1750266291602","1"
"11162","1750266292602","-1"
"11172","1750266292602","1"
"11172","1750266293602","-1"
"11182","1750266293602","1"
"11182","1750266294602","-1"
"11192","1750266294602","1"
"11192","1750266295602","-1"
"11202","1750266295602","1"
"11202","1750266296602","-1"
"11212","1750266296602","1"
"11212","1750266297602","-1"
"11222","1750266297602","1"
"11222","1750266298602","-1"
"11232","1750266298602","1"
"11232","1750266299602","-1"
"11242","1750266299602","1"
"11242","1750266300602","-1"
"11252","1750266300602","1"
"11252","1750266301602","-1"
"11262","1750266301602","1"
"11262","1750266302602","-1"
"11272","1750266302602","1"
"11272","1750266303602","-1"
"11281","1750266303602","1"
"11281","1750266304602","-1"
"11291","1750266304602","1"
"11291","1750266305602","-1"
"11301","1750266305602","1"
"11301","1750266306602","-1"
"11311","1750266306602","1"
"11311","1750266307602","-1"
"11321","1750266307602","1"
"11321","1750266308602","-1"
"11331","1750266308602","1"
"11331","1750266309602","-1"
"11341","1750266309602","1"
"11341","1750266310602","-1"
"11351","1750266310602","1"
"11351","1750266311602","-1"
"11361","1750266311602","1"
"11361","1750266312602","-1"
"11371","1750266312602","1"
"11371","1750266313602","-1"
"11381","1750266313602","1"
"11381","1750266314602","-1"
"11391","1750266314602","1"
"11391","1750266315602","-1"
"11401","1750266315602","1"
"11401","1750266316602","-1"
"11411","1750266316602","1"
"11411","1750266317602","-1"
"11421","1750266317602","1"
"11421","1750266318602","-1"
"11431","1750266318602","1"
"11431","1750266319602","-1"
"11441","1750266319602","1"
"11441","1750266320602","-1"
"11451","1750266320602","1"
"11451","1750266321602","-1"
"11461","1750266321602","1"
"11461","1750266322602","-1"
"11470","1750266322602","1"
"11470","1750266323602","-1"
"11480","1750266323602","1"
"11480","1750266324602","-1"
"11490","1750266324602","1"
"11490","1750266325602","-1"
"11500","1750266325602","1"
"11500","1750266326602","-1"
"11510","1750266326602","1"
"11510","1750266327602","-1"
"11520","1750266327602","1"
"11520","1750266328602","-1"
"11530","1750266328602","1"
"11530","1750266329602","-1"
"11540","1750266329602","1"
"11540","1750266330602","-1"
"11550","1750266330602","1"
"11550","1750266331602","-1"
"11560","1750266331602","1"
"11560","1750266332602","-1"
"11570","1750266332602","1"
"11570","1750266333602","-1"
"11580","1750266333602","1"
"11580","1750266334602","-1"
"11590","1750266334602","1"
"11590","1750266335602","-1"
"11600","1750266335602","1"
"11600","1750266336602","-1"
"11610","1750266336602","1"
"11610","1750266337602","-1"
"11620","1750266337602","1"
"11620","1750266338602","-1"
"11630","1750266338602","1"
"11630","1750266339602","-1"
"11640","1750266339602","1"
"11640","1750266340602","-1"
"11650","1750266340602","1"
"11650","1750266341602","-1"
"11660","1750266341602","1"
"11660","1750266342602","-1"
"11669","1750266342602","1"
"11669","1750266343602","-1"
"11679","1750266343602","1"
"11679","1750266344602","-1"
"11689","1750266344602","1"
"11689","1750266345602","-1"
"11699","1750266345602","1"
"11699","1750266346602","-1"
"11709","1750266346602","1"
"11709","1750266347602","-1"
"11719","1750266347602","1"
"11719","1750266348602","-1"
"11729","1750266348602","1"
"11729","1750266349602","-1"
"11739","1750266349602","1"
"11739","1750266350602","-1"
"11749","1750266350602","1"
"11749","1750266351602","-1"
"11759","1750266351602","1"
"11759","1750266352602","-1"
"11769","1750266352602","1"
"11769","1750266353602","-1"
"11779","1750266353602","1"
